OBJECTID,Join_Count,TARGET_FID,uid,sampleid,y,x,bee_geocod,bee_geoc_1,bee_geoc_2,bee_geoc_3,pointid,grid_code,Shape_Leng,Shape_Area
50,2,50,617,GA 16-2010,31.17191000000,-83.35290000000,-83.35289800000,31.17191000000,8,2010,20024,6,45242.24101980000,160045218.94400000000
51,5,51,618,GA 17-2010,30.93090000000,-83.00930000000,-83.00930000000,30.93090000000,8,2010,20028,6,45289.34695710000,160443064.83400000000
52,0,52,619,GA 18-2010,31.53282000000,-81.84715000000,-81.84715300000,31.53282000000,7,2010,0,0,45171.13257950000,159444144.88600000000
53,3,53,620,GA 19-2010,31.52762000000,-82.78700000000,-82.78700300000,31.52762000000,7,2010,20012,6,45172.16211580000,159452851.15000000000
54,1,54,621,GA 20-2010,31.08717000000,-83.62402000000,-83.62401600000,31.08717000000,8,2010,20027,6,45258.83801520000,160185426.43900000000
55,0,55,622,GA 21-2010,31.53018000000,-83.33643000000,-83.33643300000,31.53018300000,7,2010,0,0,45171.65474090000,159448560.49400000000
56,0,56,623,GA 22-2010,32.15735000000,-82.59649000000,-82.59648900000,32.15735000000,6,2010,0,0,45046.45151140000,158389060.81900000000
57,9,57,624,GA 23-2010,31.37841000000,-83.04078000000,-83.04077900000,31.37841000000,7,2010,20015,6,45201.63911990000,159702083.27600000000
58,0,58,625,GA 24-2010,31.60183000000,-83.03902000000,-83.03901700000,31.60183000000,7,2010,0,0,45157.45788030000,159328491.42900000000
59,0,59,626,GA 25-2010,32.10039000000,-81.90776000000,-81.90776100000,32.10039000000,6,2010,0,0,45057.90975510000,158486073.12800000000
60,0,60,924,IN 10-2010,38.77812000000,-86.14757000000,-86.14756800000,38.77812000000,7,2010,0,0,43583.54825680000,146065110.71400000000
61,0,61,925,IN 11-2010,38.85550000000,-86.24100000000,-86.24099700000,38.85550000000,7,2010,0,0,43564.76174960000,145909079.37200000000
62,0,62,926,IN 12-2010,38.76725000000,-86.13564000000,-86.13564300000,38.76725000000,7,2010,0,0,43586.18383650000,146087007.52000000000
63,0,63,927,IN 15-2010,39.19751000000,-85.10823000000,-85.10823100000,39.19751000000,8,2010,0,0,43481.21081360000,145216207.29300000000
64,0,64,928,IN 16-2010,39.12079000000,-85.09212000000,-85.09211700000,39.12079000000,8,2010,0,0,43500.02674320000,145372090.99300000000
65,0,65,929,IN 17-2010,39.00126000000,-84.98330000000,-84.98329900000,39.00126000000,8,2010,0,0,43529.25689700000,145614430.82400000000
66,0,66,930,IN 19-2010,38.27037000000,-85.99968000000,-85.99968000000,38.27037000000,9,2010,0,0,43705.76517320000,147082231.49200000000
67,0,67,931,IN 25-2010,38.56681000000,-86.36571000000,-86.36570700000,38.56681000000,9,2010,0,0,43634.63282300000,146489823.79100000000
68,0,68,932,TN 09-2010,36.58665000000,-82.76505000000,-82.76505300000,36.58665000000,9,2010,0,0,44098.36386970000,150370841.57900000000
69,0,69,1000,TN 12-2010,35.34426000000,-89.62505000000,-89.62505300000,35.34426000000,5,2010,0,0,44376.17626020000,152713420.12000000000
70,1133,70,1079,SD 01-2010,44.48066000000,-101.81233000000,-101.81233000000,44.48066000000,8,2010,12284,6,42073.29783020000,133859425.19500000000
71,26,71,1080,SD 02-2010,43.92645000000,-101.14883000000,-101.14883000000,43.92645000000,8,2010,13493,6,42232.20220890000,135107124.83500000000
72,3520,72,1081,SD 03-2010,45.52554000000,-99.99161000000,-99.99160800000,45.52554000000,8,2010,443,6,41765.78656710000,131472219.23300000000
73,4703,73,1082,SD 04-2010,45.53315000000,-100.18729000000,-100.18729000000,45.53315000000,8,2010,3,6,41763.50802360000,131454667.81300000000
74,5971,74,1083,SD 05-2010,43.75680000000,-100.02617000000,-100.02617000000,43.75680000000,8,2010,13520,6,42280.27957430000,135486475.55100000000
75,5,75,1084,SD 06-2010,44.34509000000,-98.38195000000,-98.38195000000,44.34509000000,8,2010,13432,6,42112.43221420000,134165824.61200000000
76,5,76,1085,SD 07-2010,44.30902000000,-98.51364000000,-98.51364100000,44.30902000000,8,2010,13434,6,42122.81541650000,134247216.04100000000
77,3690,77,1086,SD 08-2010,44.81948000000,-99.45503000000,-99.45503200000,44.81948000000,8,2010,8364,6,41974.73294420000,133090299.19500000000
78,1,78,1087,SD 09-2010,44.69309000000,-97.95256000000,-97.95256000000,44.69309000000,9,2010,12283,6,42011.62773540000,133377764.71100000000
79,2,79,1088,SD 11-2010,44.37430000000,-98.31091000000,-98.31091300000,44.37430000000,9,2010,13435,6,42104.01461950000,134099871.24400000000
80,40,80,1089,SD 12-2010,44.83216000000,-98.51859000000,-98.51859300000,44.83216000000,9,2010,8454,6,41971.02298450000,133061422.05200000000
81,5,81,1090,SD 13-2010,43.28682000000,-98.83954000000,-98.83953900000,43.28682000000,9,2010,19893,6,42412.11198450000,136531025.27100000000
82,3,82,1091,SD 14-2010,43.12914000000,-98.38233000000,-98.38233200000,43.12914000000,9,2010,19898,6,42455.90152930000,136879372.04100000000
83,1,83,1092,SD 15-2010,44.67052000000,-97.63893000000,-97.63893100000,44.67052000000,10,2010,12281,6,42018.20015540000,133429028.36300000000
84,54,84,1093,SD 16-2010,44.99480000000,-97.13152000000,-97.13152300000,44.99480000000,10,2010,8310,6,41923.30136390000,132690443.67900000000
85,48,85,1094,SD 17-2010,45.36880000000,-98.49015000000,-98.49015000000,45.36880000000,10,2010,8237,6,41812.59153530000,131833200.05200000000
86,2,86,1095,SD 18-2010,43.69135000000,-98.30032000000,-98.30032300000,43.69135000000,10,2010,19493,6,42298.75745910000,135632500.23000000000
87,1,87,1096,SD 19-2010,43.73580000000,-97.07478000000,-97.07478300000,43.73580000000,10,2010,19492,6,42286.21235510000,135533347.09200000000
88,386,88,1097,SD 20-2010,43.53838000000,-98.12889000000,-98.12889100000,43.53838000000,10,2010,19495,6,42341.79385320000,135973086.87800000000
89,0,89,1098,SD 21-2010,44.20658000000,-97.32610000000,-97.32610300000,44.20658000000,10,2010,0,0,42152.23816920000,134478073.98300000000
90,5,90,1099,SD 22-2010,45.03481000000,-102.10179000000,-102.10179000000,45.03481000000,10,2010,8303,6,41911.52314470000,132599016.35700000000
91,167,91,1100,SD 23-2010,44.61726000000,-103.34288000000,-103.34288000000,44.61726000000,10,2010,10535,6,42033.69113630000,133549919.19600000000
92,13,92,1101,SD 24-2010,44.46726000000,-103.72803000000,-103.72803000000,44.46726000000,10,2010,12264,6,42077.17377370000,133889745.58100000000
93,48,93,1102,SD 25-2010,44.05046000000,-103.16500000000,-103.16500000000,44.05046000000,10,2010,13440,6,42196.89267080000,134829062.09200000000
94,0,94,1281,TN 02-2010,36.02806000000,-84.30343000000,-84.30342900000,36.02806000000,6,2010,0,0,44224.47899640000,151432987.54600000000
95,0,95,1282,TN 04-2010,35.98001000000,-83.02153000000,-83.02153000000,35.98001000000,5,2010,0,0,44235.23440730000,151523675.52600000000
96,0,96,1283,TN 07-2010,35.80022000000,-83.93341000000,-83.93341100000,35.80022000000,8,2010,0,0,44275.34891820000,151862050.71800000000
97,0,97,1284,TN 25-2010,36.43773000000,-81.75650000000,-81.75650000000,36.43773000000,9,2010,0,0,44132.18210130000,150655425.46700000000
98,0,98,1577,WA 10-2010,46.23739000000,-117.93884000000,-117.93884000000,46.23739000000,9,2010,0,0,41550.12557960000,129820116.44200000000
99,0,99,1578,WA 22-2010,46.19990000000,-117.95210000000,-117.95210000000,46.19990000000,9,2010,0,0,41561.61190060000,129907642.63000000000
100,0,100,1594,WA 12-2010,48.47660000000,-122.33480000000,-122.33480000000,48.47660000000,9,2010,0,0,40836.83866190000,124489871.05500000000
101,0,101,1595,WA 14-2010,48.00740000000,-117.45854000000,-117.45854000000,48.00740000000,11,2010,0,0,40990.87583310000,125623281.80200000000
102,0,102,1596,WA 16-2010,48.14331000000,-122.59130000000,-122.59130000000,48.14331000000,9,2010,0,0,43963.09596570000,48272559.67520000000
103,0,103,1597,WA 18-2010,48.46190000000,-122.28370000000,-122.28370000000,48.46190000000,9,2010,0,0,40841.70288200000,124525511.88000000000
104,0,104,1613,TX 17-2010,30.45404000000,-94.01690000000,-94.01689900000,30.45404000000,10,2010,0,0,45381.66895430000,161221865.36900000000
105,0,105,1614,TX 18-2010,31.00134000000,-93.66871000000,-93.66870900000,31.00134000000,10,2010,0,0,45275.61153930000,160327087.56100000000
106,0,106,1754,TX 01-2010,32.58349000000,-97.16669000000,-97.16668700000,32.58349000000,7,2010,0,0,44960.16892830000,157658304.81200000000
107,0,107,1755,TX 02-2010,30.63318000000,-96.33573000000,-96.33573200000,30.63318000000,7,2010,0,0,45347.12404680000,160930609.62500000000
108,0,108,1756,TX 03-2010,30.39227000000,-96.08851000000,-96.08850900000,30.39227000000,7,2010,0,0,45393.54298920000,161321931.28000000000
109,0,109,1757,TX 04-2010,30.60344000000,-97.66314000000,-97.66313900000,30.60344000000,7,2010,0,0,45352.87053740000,160979072.78000000000
110,0,110,1758,TX 05-2010,29.26674000000,-96.33348000000,-96.33348100000,29.26674000000,8,2010,0,0,45606.55527710000,163112288.18400000000
111,0,111,1759,TX 06-2010,30.99471000000,-97.28476000000,-97.28476000000,30.99471000000,8,2010,0,0,45276.90604180000,160338018.22300000000
112,0,112,1760,TX 07-2010,30.99123000000,-97.29258000000,-97.29258000000,30.99123000000,8,2010,0,0,45277.58510120000,160343752.36100000000
113,177,113,1761,TX 08-2010,30.88042000000,-97.14456000000,-97.14456200000,30.88042000000,8,2010,20035,6,45299.17679870000,160526045.48200000000
114,0,114,1762,TX 09-2010,29.20011000000,-98.20017000000,-98.20017200000,29.20011000000,8,2010,0,0,45618.96974600000,163216311.72100000000
115,0,115,1763,TX 10-2010,30.16929000000,-96.31925000000,-96.31925200000,30.16929000000,8,2010,0,0,45436.24500450000,161681586.54400000000
116,62,116,1764,TX 11-2010,28.82385000000,-99.18523000000,-99.18522600000,28.82385000000,9,2010,20309,6,45688.67002850000,163799585.22900000000
117,2,117,1765,TX 12-2010,29.04791000000,-98.98264000000,-98.98263500000,29.04791000000,9,2010,20296,6,45647.24631830000,163453097.65800000000
118,2,118,1766,TX 13-2010,29.04463000000,-98.99223000000,-98.99223300000,29.04463000000,9,2010,20296,6,45647.85450750000,163458188.21300000000
119,80,119,1767,TX 14-2010,29.18991000000,-99.01697000000,-99.01696800000,29.18991000000,9,2010,20216,6,45620.86833220000,163232216.79800000000
120,6,120,1768,TX 15-2010,29.01439000000,-99.10746000000,-99.10746000000,29.01439000000,9,2010,20297,6,45653.45890560000,163505092.74500000000
121,5,121,1769,TX 16-2010,29.00707000000,-98.89010000000,-98.89009900000,29.00707000000,9,2010,20303,6,45654.81475320000,163516439.00200000000
122,0,122,1770,TX 19-2010,30.70161000000,-96.30579000000,-96.30579400000,30.70161000000,10,2010,0,0,45333.88483700000,160818936.11400000000
123,10,123,1771,TX 20-2010,33.03970000000,-96.31690000000,-96.31690200000,33.03970000000,12,2010,19985,6,44866.68737220000,156866267.24400000000
124,2,124,1772,TX 21-2010,33.04304000000,-96.43191000000,-96.43190800000,33.04304000000,12,2010,19993,6,44865.99867450000,156860431.50900000000
125,0,125,1773,TX 22-2010,31.45957000000,-96.06934000000,-96.06934400000,31.45957000000,12,2010,0,0,45185.62155400000,159566662.05900000000
126,0,126,1835,TN 01-2010,36.15571000000,-85.24515000000,-85.24514800000,36.15571000000,8,2010,0,0,44195.83508900000,151191543.00600000000
127,0,127,1836,TN 03-2010,35.39076000000,-84.83648000000,-84.83647900000,35.39076000000,6,2010,0,0,44365.95225060000,152627038.46100000000
128,0,128,1837,TN 05-2010,36.19121000000,-89.49513000000,-89.49513200000,36.19121000000,10,2010,0,0,44187.85099620000,151124263.82300000000
129,0,129,1838,TN 06-2010,36.25601000000,-85.22851000000,-85.22850800000,36.25601000000,9,2010,0,0,44173.25554310000,151001298.17100000000
130,4,130,1839,TN 11-2010,36.29298000000,-88.66558000000,-88.66558100000,36.29298000000,6,2010,19903,6,44164.91690760000,150931058.93800000000
131,1,131,1840,TN 13-2010,35.49336000000,-86.48185000000,-86.48185000000,35.49336000000,9,2010,19907,6,44343.34738480000,152436090.70200000000
132,0,132,1841,TN 15-2010,35.17841000000,-89.24866000000,-89.24865700000,35.17841000000,10,2010,0,0,44412.53202380000,153020676.83900000000
133,0,133,1842,TN 16-2010,35.37110000000,-86.31316000000,-86.31316400000,35.37110000000,9,2010,0,0,44370.27648290000,152663572.15600000000
134,0,134,1843,TN 19-2010,36.03215000000,-85.03101000000,-85.03101300000,36.03215000000,8,2010,0,0,44223.56290480000,151425263.55900000000
135,18,135,1844,TN 22-2010,35.20495000000,-88.32216000000,-88.32215900000,35.20495000000,11,2010,19908,6,44406.72549370000,152971594.62000000000
136,1,136,1889,NY 01-2010,43.11515000000,-76.62973000000,-76.62973000000,43.11515000000,7,2010,13420,6,42459.77455230000,136910217.29100000000
137,0,137,1890,NY 02-2010,44.25456000000,-75.49978000000,-75.49977900000,44.25456000000,7,2010,0,0,42138.46796200000,134369991.32600000000
138,10,138,1891,NY 04-2010,43.19371000000,-76.90926000000,-76.90926400000,43.19371000000,7,2010,13119,6,42437.99451720000,136736840.96400000000
139,0,139,1892,NY 05-2010,43.03370000000,-78.06490000000,-78.06490300000,43.03370000000,8,2010,0,0,42482.29853050000,137089693.15800000000
140,0,140,1893,NY 06-2010,44.96345000000,-74.79435000000,-74.79435000000,44.96345000000,8,2010,0,0,40687.90027900000,114409721.08100000000
141,0,141,1894,NY 07-2010,43.19262000000,-74.97149000000,-74.97148900000,43.19262000000,8,2010,0,0,42438.29704289990,136739248.12900000000
142,0,142,1895,NY 08-2010,42.85345000000,-78.00990000000,-78.00990300000,42.85345000000,9,2010,0,0,42531.93831470000,137485867.34300000000
143,3,143,1896,NY 10-2010,43.76380000000,-76.03580000000,-76.03579700000,43.76380000000,8,2010,8302,6,42278.29924640000,135470835.47400000000
144,0,144,1897,NY 11-2010,43.32566000000,-76.64462000000,-76.64462300000,43.32566000000,7,2010,0,0,42488.52065380000,125061038.87000000000
145,0,145,1898,NY 12-2010,44.22556000000,-75.57895000000,-75.57894900000,44.22556000000,7,2010,0,0,42146.79261590000,134435324.30700000000
146,0,146,1899,NY 13-2010,43.01024000000,-78.42262000000,-78.42262300000,43.01024000000,8,2010,0,0,42488.77522370000,137141334.29900000000
147,0,147,1900,NY 14-2010,43.07750000000,-77.98440000000,-77.98439800000,43.07750000000,7,2010,0,0,42470.19335240000,136993214.21900000000
148,0,148,1901,NY 15-2010,42.45360000000,-78.74870000000,-78.74870300000,42.45360000000,8,2010,0,0,42641.05275780000,138359733.13100000000
149,0,149,1902,NY 16-2010,44.85939000000,-74.65309000000,-74.65309100000,44.85939000000,8,2010,0,0,41963.04927930000,132999377.34300000000
150,1,150,1903,NY 17-2010,42.94980000000,-77.27664000000,-77.27664200000,42.94980000000,7,2010,13481,6,42505.43919310000,137274270.33600000000
151,8,151,1904,NY 18-2010,43.01677000000,-74.78137000000,-74.78137200000,43.01677000000,8,2010,12261,6,42486.97280060000,137126961.65400000000
152,0,152,1905,NY 20-2010,42.59812000000,-78.13370000000,-78.13369800000,42.59812000000,9,2010,0,0,42601.77316920000,138044679.22900000000
153,12,153,1906,NY 21-2010,43.19946000000,-76.84570000000,-76.84570300000,43.19946000000,7,2010,12302,6,42436.39829730000,136724141.12600000000
154,0,154,1907,NY 22-2010,44.20674000000,-76.03793000000,-76.03793300000,44.20674000000,8,2010,0,0,42152.19079520000,134477704.14000000000
155,27,155,1908,NY 23-2010,43.91130000000,-75.56356000000,-75.56356000000,43.91130000000,7,2010,8103,6,42236.50442090000,135141038.65000000000
156,0,156,1909,NY 24-2010,44.06015000000,-76.09612000000,-76.09612300000,44.06015000000,7,2010,0,0,48807.68368310000,126110147.38100000000
157,0,157,1910,NY 25-2010,42.49636000000,-78.92004000000,-78.92003600000,42.49636000000,8,2010,0,0,42629.44944390000,138266609.93800000000
158,0,158,1970,IN 02-2010,41.73347000000,-86.07849000000,-86.07849100000,41.73347000000,6,2010,0,0,42834.15641760000,139916174.48600000000
159,0,159,1971,MI 01-2010,43.77293000000,-84.87531000000,-84.87531300000,43.77293000000,9,2010,0,0,42275.71843630000,135450451.50000000000
160,1,160,1972,MI 02-2010,43.21553000000,-82.55923000000,-82.55922700000,43.21553000000,9,2010,13519,6,41965.31421250000,117347687.46600000000
161,1,161,1973,MI 03-2010,43.34306000000,-84.11108000000,-84.11107600000,43.34306000000,9,2010,13774,6,42396.43894290000,136406515.05000000000
162,0,162,1974,MI 04-2010,44.75337000000,-85.82706000000,-85.82705700000,44.75337000000,8,2010,0,0,41994.04909940000,133240737.47600000000
163,0,163,1975,MI 05-2010,43.75713000000,-85.51849000000,-85.51849400000,43.75713000000,8,2010,0,0,42280.18496860000,135485730.03100000000
164,0,164,1976,MI 06-2010,42.02016000000,-86.15583000000,-86.15583000000,42.02016000000,10,2010,0,0,42757.79885220000,139299232.29200000000
165,0,165,1977,MI 07-2010,45.01343000000,-85.61297000000,-85.61296800000,45.01343000000,8,2010,0,0,54412.56283370000,77772374.55730000000
166,0,166,1978,MI 08-2010,42.03024000000,-86.19429000000,-86.19429000000,42.03024000000,10,2010,0,0,42755.10169380000,139277475.53400000000
167,0,167,1979,MI 09-2010,43.37463000000,-83.13485000000,-83.13485000000,43.37463000000,9,2010,0,0,42387.62924850000,136336566.89200000000
168,0,168,1980,MI 10-2010,42.06993000000,-86.22517000000,-86.22516600000,42.06993000000,10,2010,0,0,42744.47356600000,139191766.55800000000
169,0,169,1981,MI 11-2010,43.73913000000,-85.54340000000,-85.54340400000,43.73913000000,8,2010,0,0,42285.27072880000,135525908.42200000000
170,0,170,1982,MI 12-2010,43.37767000000,-84.18021000000,-84.18020600000,43.37767000000,9,2010,0,0,42386.78059200000,136329829.62700000000
171,0,171,1983,MI 13-2010,43.63423000000,-82.73631000000,-82.73631300000,43.63423000000,10,2010,0,0,42314.85095590000,135759785.66000000000
172,0,172,1984,MI 14-2010,43.53637000000,-82.65885000000,-82.65885200000,43.53637000000,10,2010,0,0,42342.35662100000,135977546.87100000000
173,0,173,1985,MI 15-2010,43.63423000000,-82.73631000000,-82.73631300000,43.63423000000,10,2010,0,0,42314.85095590000,135759785.66000000000
174,0,174,1986,MI 16-2010,42.77483000000,-85.01661000000,-85.01660900000,42.77483000000,8,2010,0,0,42553.50184350000,137658234.63600000000
175,0,175,1987,MI 17-2010,43.91748000000,-84.76977000000,-84.76976800000,43.91748000000,9,2010,0,0,42234.74936120000,135127203.50100000000
176,0,176,1988,MI 18-2010,43.74179000000,-85.70528000000,-85.70527600000,43.74179000000,8,2010,0,0,42284.51947440000,135519972.77000000000
177,0,177,1989,MI 19-2010,42.69989000000,-83.45840000000,-83.45839700000,42.69989000000,9,2010,0,0,42574.00579360000,137822283.89100000000
178,2,178,1990,MI 20-2010,43.59520000000,-83.20387000000,-83.20387300000,43.59520000000,10,2010,13491,6,42325.83150320000,135846685.22800000000
179,0,179,1991,MI 21-2010,43.53673000000,-82.65858000000,-82.65857700000,43.53673000000,10,2010,0,0,42342.25572230000,135976747.29500000000
180,12,180,1992,MI 22-2010,42.94535000000,-84.10625000000,-84.10624700000,42.94535000000,10,2010,19881,6,42506.66525880000,137284054.48700000000
181,0,181,1993,MI 23-2010,42.19323000000,-85.10842000000,-85.10842100000,42.19323000000,8,2010,0,0,42711.37235030000,138925069.59900000000
182,0,182,1994,MI 24-2010,42.34114000000,-83.09060000000,-83.09059900000,42.34114000000,9,2010,0,0,41712.27833500000,116754532.95900000000
183,0,183,1995,MI 25-2010,42.88073000000,-85.93559000000,-85.93559300000,42.88073000000,8,2010,0,0,42524.44428140000,137426001.20800000000
184,0,184,2088,IN 01-2010,40.66670000000,-85.70829000000,-85.70829000000,40.66670000000,6,2010,0,0,43112.42555909990,142180297.74000000000
185,0,185,2089,IN 03-2010,41.50554000000,-86.39937000000,-86.39936800000,41.50554000000,6,2010,0,0,42894.38154070000,140404117.28400000000
186,0,186,2090,IN 04-2010,39.85107000000,-86.48549000000,-86.48548900000,39.85107200000,6,2010,0,0,43319.16650180000,143877569.95000000000
187,0,187,2091,IN 05-2010,39.73449000000,-86.48553000000,-86.48552700000,39.73449000000,6,2010,0,0,43348.30438570000,144117755.37100000000
188,0,188,2092,IN 06-2010,40.13366000000,-85.90145000000,-85.90145100000,40.13366000000,6,2010,0,0,43248.11323710000,143292862.63500000000
189,0,189,2093,IN 07-2010,40.15025000000,-86.10266000000,-86.10266100000,40.15025000000,6,2010,0,0,43243.92310280000,143258426.00000000000
